OTU,Kingdom,Phylum,Class,Order,Family,Genus
taxa_OTU_260,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_261,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_262,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_263,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_264,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_265,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Enterorhabdus
taxa_OTU_266,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_267,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_268,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_269,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_270,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_271,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_272,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_273,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
taxa_OTU_274,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_275,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_276,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_277,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_278,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_279,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
taxa_OTU_280,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_281,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_282,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_283,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_284,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_285,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_286,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_287,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_288,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_289,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_290,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_291,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_292,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_293,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_294,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_295,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_296,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_297,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_298,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_299,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_300,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_301,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_302,Bacteria,Candidatus_Saccharibacteria,NA,NA,NA,NA
taxa_OTU_303,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_304,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_305,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_306,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
taxa_OTU_307,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_308,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus
taxa_OTU_309,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_310,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
taxa_OTU_311,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
taxa_OTU_312,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_313,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_314,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_315,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_316,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_317,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_318,Bacteria,Candidatus_Saccharibacteria,NA,NA,NA,NA
taxa_OTU_319,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_320,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_321,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
taxa_OTU_322,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_323,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_324,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_325,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_326,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_327,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Enterorhabdus
taxa_OTU_328,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_329,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
taxa_OTU_330,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_331,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_332,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_333,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_334,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_336,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_337,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_338,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
taxa_OTU_339,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2
taxa_OTU_340,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_341,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_342,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_343,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_344,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_345,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_346,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_347,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_348,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_349,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_350,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_351,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_352,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_353,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_354,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_355,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_356,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_357,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_358,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_359,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_360,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_361,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_362,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_363,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella
taxa_OTU_364,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_365,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_366,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_367,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_368,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_369,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_370,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
taxa_OTU_371,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_372,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_373,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_374,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_375,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_376,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_377,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_378,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_379,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Anaerovorax
taxa_OTU_380,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_381,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
taxa_OTU_382,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_383,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_384,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_385,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_386,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_387,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_388,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_389,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter
taxa_OTU_390,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_391,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_393,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_394,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_395,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_397,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_398,Bacteria,Candidatus_Saccharibacteria,NA,NA,NA,NA
taxa_OTU_399,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_400,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_401,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_402,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_403,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter
taxa_OTU_404,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_405,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_406,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_407,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XII,Acidaminobacter
taxa_OTU_408,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_409,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_410,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_411,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_412,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_413,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_414,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_415,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_416,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_417,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_418,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_419,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum
taxa_OTU_420,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_421,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_422,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_423,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_424,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_425,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_426,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_427,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII
taxa_OTU_428,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_429,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_430,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_431,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Anaerovorax
taxa_OTU_432,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium
taxa_OTU_433,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_434,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_435,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_436,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_437,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_438,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_439,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_440,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_441,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_442,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_443,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_444,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_445,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_446,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_447,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_448,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_449,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_450,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_451,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_452,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_453,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_454,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_455,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_456,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
taxa_OTU_457,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_458,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_459,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_460,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_461,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_462,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_463,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus
taxa_OTU_464,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_465,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_466,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_467,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_468,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_469,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_470,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_471,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella
taxa_OTU_472,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_473,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_474,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_475,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_476,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Enterorhabdus
taxa_OTU_477,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_478,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_479,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_480,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_481,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_482,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_483,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_484,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_485,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_486,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2
taxa_OTU_487,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
taxa_OTU_488,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_489,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_490,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_491,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_492,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_493,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_494,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_495,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
taxa_OTU_496,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_497,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_498,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_499,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_500,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_III
taxa_OTU_501,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_502,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_503,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_504,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_505,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_506,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_507,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
taxa_OTU_508,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_509,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_510,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_511,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_512,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
taxa_OTU_513,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_514,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_515,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_516,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_517,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_518,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_519,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_520,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_521,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_522,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_523,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_524,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_525,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_526,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_527,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_528,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_529,Archaea,NA,NA,NA,NA,NA
taxa_OTU_530,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_531,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
