,a_young_01_cc,a_young_02_cc,a_young_03_cc,a_young_04_cc,a_young_05_cc,a_young_06_cc,a_young_07_cc,a_young_08_cc,b_old_01_cc,b_old_02_cc,b_old_03_cc,b_old_04_cc,b_old_05_cc,b_old_06_cc,b_old_07_cc,b_old_08_cc,c_yFMT_01_cc,c_yFMT_02_cc,c_yFMT_03_cc,c_yFMT_04_cc,c_yFMT_05_cc,c_yFMT_06_cc,c_yFMT_07_cc,c_yFMT_08_cc,d_oFMT_01_cc,d_oFMT_02_cc,d_oFMT_03_cc,d_oFMT_04_cc,d_oFMT_05_cc,d_oFMT_06_cc,d_oFMT_07_cc
Valero,269596,313473,272288,275960,247223,254043,253754,237926,373187,358749,541137,307672,364756,529054,404823,331438,308600,422526,347618,334315,263476,343516,449638,334263,382269,410510,340834,407016,405982,902652,403867
